OrderID,Sales_Regression_Predict,Product,ABC_Product,OrderDate,Month,Year,CustomerID,EmployeeID,ShipperID,ProductID,Sales,Costs,Profit,Quantity,Discount,Freight,CategoryID,Category,Description,Supplier,SupplierContact,SupplierCountry,SupplierID,Extension,EmployeeName,ManagerName,Hire Date,Office,Title,Year Salary,ReportsTo,RFM_Value
10490,1233.36638933672,Rasta WCT,B,06.28.2012,6,2012,35,9,2,59,518.4,433.48,84.92,60,0,56.23,3,Sportwear,Sports…,FrisersAfrong,Yannik Noah,France,28,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,3
10490,1352.51345873201,Cap,B,06.28.2012,6,2012,35,9,2,68,398.7,341.68,57.02,30,0,56.23,3,Sportwear,Sports…,Hot Pants,David Leg,UK,8,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,3
10490,1518.74492633022,Bow tie,B,06.28.2012,6,2012,35,9,2,75,270,223.56,46.44,36,0,56.23,1,Men's Clothes,Fashion for Men,Austerlich,Karl Heinz Berger,Germany,12,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,3
10491,918.625194321308,Okkaba Skin Jackets,A,06.28.2010,6,2010,28,4,1,44,1420.37,1022.66,397.7,15,185.26,49.27,2,Womens wear,Fashion for Women,Asin Fashion Ltd Co,Li Chi Mihn,Singapore,20,301,Joan Callins,Elvis Presley,09.03.1994,3,Sales Manager,70000,2,1
10491,1355.49778210402,Skirt,B,06.28.2010,6,2010,28,4,1,77,114.31,82.3,32.01,7,14.91,49.27,2,Womens wear,Fashion for Women,Austerlich,Karl Heinz Berger,Germany,12,301,Joan Callins,Elvis Presley,09.03.1994,3,Sales Manager,70000,2,1
10492,752.66653660969,Basket Vest,C,06.29.2010,6,2010,44,8,2,25,868.14,684.59,183.55,60,41.34,31.75,3,Sportwear,Sports…,Der Bahnhof,Karl Straubaum,Germany,11,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10492,904.160587398904,Balett Shoes,B,06.29.2010,6,2010,44,8,2,42,290.22,254.23,35.99,20,13.82,31.75,5,Ladies'Footwear,Ladies Shoes,Asin Fashion Ltd Co,Li Chi Mihn,Singapore,20,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10493,1104.86891787578,Stretch oui-pants,C,06.30.2010,6,2010,82,1,3,65,156.59,117.87,38.72,15,14.23,21.74,2,Womens wear,Fashion for Women,Big L,James Brown,USA,2,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10493,1118.10748114192,Langoste Shirt,C,06.30.2010,6,2010,82,1,3,66,219.23,165.02,54.21,10,19.93,21.74,2,Womens wear,Fashion for Women,Big L,James Brown,USA,2,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10493,1121.04240857275,Racing Truck  Socks,C,06.30.2010,6,2010,82,1,3,69,20.57,15.48,5.09,10,1.87,21.74,3,Sportwear,Sports…,Bar Akeri,Atle Skardal,Norway,15,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10494,1120.08917480308,High Heels Shoes,A,06.30.2010,6,2010,15,9,2,56,1061.1,878.59,182.51,30,0,26.06,5,Ladies'Footwear,Ladies Shoes,Pirilli Company,Alberto Tomba,Italy,26,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,1
10495,438.506973594961,DSW,C,03.15.2011,3,2011,42,1,3,23,83.3,68.97,14.33,10,0,46.62,5,Ladies'Footwear,Ladies Shoes,Goa Klader,Tomas Ravelli,Sweden,9,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,2
10495,566.458825282711,Duck Shirt,B,03.15.2011,3,2011,42,1,3,41,204.4,169.24,35.16,20,0,46.62,8,Babywear,0-3 Years,Mayflower,Ray Bourke,USA,19,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,2
10495,1263.7316770695,Skirt,B,03.15.2011,3,2011,42,1,3,77,65.6,54.32,11.28,5,0,46.62,2,Womens wear,Fashion for Women,Austerlich,Karl Heinz Berger,Germany,12,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,2
10496,611.784943769886,Rossi Bermuda Shorts,B,07.30.2011,7,2011,81,2,2,31,171.57,135.3,36.27,20,8.17,65.67,4,Bath Clothes,Beachwear,Ravenna Fashion,Pablo Rossi,Italy,14,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10497,1089.5004731249,High Heels Shoes,A,07.30.2011,7,2011,44,8,2,56,579.46,479.79,99.67,14,0,56.31,5,Ladies'Footwear,Ladies Shoes,Pirilli Company,Alberto Tomba,Italy,26,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10497,1338.0982477508,Rossi Shorts,C,07.30.2011,7,2011,44,8,2,72,278,230.18,47.82,25,0,56.31,4,Bath Clothes,Beachwear,Ravenna Fashion,Pablo Rossi,Italy,14,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10497,1477.85258881672,Skirt,B,07.30.2011,7,2011,44,8,2,77,303,250.88,52.12,25,0,56.31,2,Womens wear,Fashion for Women,Austerlich,Karl Heinz Berger,Germany,12,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10498,660.045989687883,Samba Socker  Socks,C,08.04.2010,8,2010,35,3,2,24,68.6,56.8,11.8,14,0,48.66,1,Men's Clothes,Fashion for Men,Samba,Ronaldinho,Brazil,10,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10498,614.39766537292,Duck Trousers,B,08.04.2010,8,2010,35,3,2,40,90,74.52,15.48,5,0,48.66,8,Babywear,0-3 Years,Mayflower,Ray Bourke,USA,19,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10498,751.217079008026,Balett Shoes,B,08.04.2010,8,2010,35,3,2,42,453,375.08,77.92,30,0,48.66,5,Ladies'Footwear,Ladies Shoes,Asin Fashion Ltd Co,Li Chi Mihn,Singapore,20,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10499,675.847878615866,RDL Suit,A,09.05.2010,9,2010,46,9,2,28,872.8,772.15,100.65,20,0,38.53,7,Children's wear,3-15 Years,Austerlich,Karl Heinz Berger,Germany,12,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,1
10499,1100.98075667529,Finnish Sport Blades,C,09.05.2010,9,2010,46,9,2,49,476.5,394.54,81.96,25,0,38.53,3,Sportwear,Sports…,Nordik Koskenkorva,Juha Mieto,Finland,23,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,1
10500,565.295561281342,Sumi Underwear,C,09.05.2011,9,2011,41,5,1,15,81.02,63.89,17.13,12,3.86,53.28,2,Womens wear,Fashion for Women,SatSUMAs,Hirosho Tayoto,Japan,6,302,Ingrid Hendrix,Joan Callins,10.17.1995,3,Sales Representative,61300,4,2
10500,553.493071903164,RDL Suit,A,09.05.2011,9,2011,41,5,1,28,394.13,310.8,83.33,8,18.77,53.28,7,Children's wear,3-15 Years,Austerlich,Karl Heinz Berger,Germany,12,302,Ingrid Hendrix,Joan Callins,10.17.1995,3,Sales Representative,61300,4,2
10501,1105.99616964966,Patamonia Fleece Jacket,A,03.05.2012,3,2012,6,7,2,54,755.8,687.42,68.38,20,0,26.97,3,Sportwear,Sports…,Mountain International,Celine Dion,Canada,25,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,1
10502,907.095514829726,Danske Treshoe,C,09.07.2010,9,2010,58,8,2,45,210,173.88,36.12,21,0,75.02,6,Men's Footwear,Men Shoes,Prael Ltd,Preben Elkjer,Denmark,21,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,1
10502,1160.1270704293,Jumpin Jack Flash Dress,A,09.07.2010,9,2010,58,8,2,53,400.98,332.01,68.97,6,0,75.02,2,Womens wear,Fashion for Women,Cangaroo Shoes,Crocodile Dundee,Australia,24,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,1
10502,1345.4669561553,X-Dress,B,09.07.2010,9,2010,58,8,2,67,1899.6,1572.87,326.73,30,0,75.02,2,Womens wear,Fashion for Women,Smooth Clothes,Pamela Andersson,USA,16,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,1
10503,306.975782820813,Kool Sunglasses,B,09.08.2010,9,2010,37,3,2,14,1743.7,1443.78,299.92,70,0,29.87,7,Children's wear,3-15 Years,SatSUMAs,Hirosho Tayoto,Japan,6,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,4
10503,1166.04632123213,Stretch oui-pants,C,09.08.2010,9,2010,37,3,2,65,197.4,181.11,16.29,20,0,29.87,2,Womens wear,Fashion for Women,Big L,James Brown,USA,2,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,4
10504,552.329807901794,Mr X Trousers,A,09.08.2010,9,2010,89,9,2,2,246,203.69,42.31,12,0,37.89,1,Men's Clothes,Fashion for Men,Sunny Clothes,Peter Shilton,UK,1,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,3
10504,730.300985223294,Basket Shoes,B,09.08.2010,9,2010,89,9,2,21,129,106.81,22.19,12,0,37.89,3,Sportwear,Sports…,Hot Pants,David Leg,UK,8,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,3
10504,1190.71577210747,Jumpin Jack Flash Dress,A,09.08.2010,9,2010,89,9,2,53,623.2,516.01,107.19,10,0,37.89,2,Womens wear,Fashion for Women,Cangaroo Shoes,Crocodile Dundee,Australia,24,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,3
10504,1259.84351586901,Adihash Running Shoe,B,09.08.2010,9,2010,89,9,2,61,650.5,538.61,111.89,25,0,37.89,3,Sportwear,Sports…,Fast Runners,Ben Johnsson,Canada,29,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,3
10505,1028.37246570975,Sheat Shoes,A,09.11.2010,9,2010,51,1,3,62,94.08,77.9,16.18,3,0,35.9,3,Sportwear,Sports…,Fast Runners,Ben Johnsson,Canada,29,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,2
10506,783.255238287865,Basket Vest,C,09.12.2010,9,2010,39,9,2,25,292.45,220.13,72.31,18,26.59,66.45,3,Sportwear,Sports…,Der Bahnhof,Karl Straubaum,Germany,11,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,3
10506,1452.55210999951,US-Master Jeans,A,09.12.2010,9,2010,39,9,2,70,473.55,356.45,117.1,14,43.05,66.45,1,Men's Clothes,Fashion for Men,New Balls,Pat Cash,Australia,7,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,3
10507,801.236404641776,Summer Shorts,C,03.12.2013,3,2013,3,3,2,43,196.82,141.71,55.11,15,25.67,37.11,4,Bath Clothes,Beachwear,Asin Fashion Ltd Co,Li Chi Mihn,Singapore,20,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,1
10507,793.867696237276,Root Boot,C,03.12.2013,3,2013,3,3,2,48,551.14,396.82,154.32,15,71.89,37.11,6,Men's Footwear,Men Shoes,Niemegen Boots,George van Zaant,Netherlands,22,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,1
10508,409.899965577941,Aino Shoes,B,09.13.2010,9,2010,56,8,2,13,240.9,199.47,41.43,10,0,60.12,8,Babywear,0-3 Years,SatSUMAs,Hirosho Tayoto,Japan,6,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,1
10508,974.787184703297,Terence Top,A,09.13.2010,9,2010,56,8,2,39,640.2,530.09,110.11,10,0,60.12,2,Womens wear,Fashion for Women,Like Paradis,Vanessa Paradis,France,18,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,1
10509,614.670475259515,RDL Suit,A,09.13.2011,9,2011,6,7,2,28,149.76,134.13,15.63,3,0,54.96,7,Children's wear,3-15 Years,Austerlich,Karl Heinz Berger,Germany,12,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,1
10510,664.689800893265,Davenport,A,10.14.2011,10,2011,1,7,2,29,4764.24,3944.79,819.45,36,0,50.87,6,Men's Footwear,Men Shoes,Austerlich,Karl Heinz Berger,Germany,12,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,4
10510,1457.56752297387,Bow tie,B,10.14.2011,10,2011,1,7,2,75,312.44,235.19,77.26,36,28.4,50.87,1,Men's Clothes,Fashion for Men,Austerlich,Karl Heinz Berger,Germany,12,201,Tom Lindwall,Joan Callins,11.22.1995,2,Sales Representative,61000,4,4
10511,297.316558641068,Oyaki Kimono,B,10.15.2010,10,2010,82,1,3,4,1371.95,987.8,384.15,50,178.95,30.11,2,Womens wear,Fashion for Women,Big L,James Brown,USA,2,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10511,153.128436601462,Conserve Shoes,A,10.15.2010,10,2010,82,1,3,7,2442.6,1758.67,683.93,50,318.6,30.11,7,Children's wear,3-15 Years,Dressed for Succes,Glenn Miller,USA,3,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10511,350.270811705639,Tuxedo,C,10.15.2010,10,2010,82,1,3,8,252.66,181.91,70.74,10,32.95,30.11,2,Womens wear,Fashion for Women,Dressed for Succes,Glenn Miller,USA,3,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10512,629.457288009707,Samba Socker  Socks,C,03.17.2012,3,2012,21,2,2,24,52.9,38.09,14.81,10,6.9,24.02,1,Men's Clothes,Fashion for Men,Samba,Ronaldinho,Brazil,10,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10512,663.240343291601,Rodbye Troje,C,03.17.2012,3,2012,21,2,2,46,129.89,93.52,36.37,9,16.94,24.02,8,Babywear,0-3 Years,Prael Ltd,Preben Elkjer,Denmark,21,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10512,750.040431292958,Lundenhagen Boots,B,03.17.2012,3,2012,21,2,2,47,183.88,132.4,51.49,6,23.98,24.02,6,Men's Footwear,Men Shoes,Niemegen Boots,George van Zaant,Netherlands,22,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10512,1032.48404085564,Game Over T-Shirt,C,03.17.2012,3,2012,21,2,2,60,72.45,52.16,20.29,12,9.45,24.02,3,Sportwear,Sports…,FrisersAfrong,Yannik Noah,France,28,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10513,485.591371797889,Basket Shoes,B,10.19.2012,10,2012,32,1,3,21,475.68,328.22,147.46,40,79.28,53.37,3,Sportwear,Sports…,Hot Pants,David Leg,UK,8,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,5
10513,594.434805357854,Rossi Bikkini,C,10.19.2012,10,2012,32,1,3,32,1079.4,744.79,334.61,50,179.9,53.37,4,Bath Clothes,Beachwear,Ravenna Fashion,Pablo Rossi,Italy,14,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,5
10513,1015.1339024436,Adihash Running Shoe,B,10.19.2012,10,2012,32,1,3,61,460.26,317.58,142.68,15,76.71,53.37,3,Sportwear,Sports…,Fast Runners,Ben Johnsson,Canada,29,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,5
10514,472.352808531746,Tennis Suit,A,10.19.2010,10,2010,82,1,3,20,3433.17,2842.66,590.51,39,0,40.04,3,Sportwear,Sports…,Hot Pants,David Leg,UK,8,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10514,431.138265190461,RDL Suit,A,10.19.2010,10,2010,82,1,3,28,1618.05,1339.75,278.3,35,0,40.04,7,Children's wear,3-15 Years,Austerlich,Karl Heinz Berger,Germany,12,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10514,875.379561377675,High Heels Shoes,A,10.19.2010,10,2010,82,1,3,56,2674.7,2214.65,460.05,70,0,40.04,5,Ladies'Footwear,Ladies Shoes,Pirilli Company,Alberto Tomba,Italy,26,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10514,1104.86891787578,Stretch oui-pants,C,10.19.2010,10,2010,82,1,3,65,429,361.39,67.61,39,0,40.04,2,Womens wear,Fashion for Women,Big L,James Brown,USA,2,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10514,1274.03531290482,Bow tie,B,10.19.2010,10,2010,82,1,3,75,368.5,305.12,63.38,50,0,40.04,1,Men's Clothes,Fashion for Men,Austerlich,Karl Heinz Berger,Germany,12,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10515,430.507237248583,Fuji Boots,C,08.20.2010,8,2010,63,8,2,9,773.72,557.08,216.64,16,100.92,66.26,6,Men's Footwear,Men Shoes,Nitsuchiba,James Sushi,Japan,4,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,5
10515,633.519467214404,Wimbledon T-Shirt,B,08.20.2010,8,2010,63,8,2,16,434,359.35,74.65,50,0,66.26,3,Sportwear,Sports…,New Balls,Pat Cash,Australia,7,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,5
10515,779.143663141975,Tracksuit,B,08.20.2010,8,2010,63,8,2,27,5004,4143.31,860.69,120,0,66.26,3,Sportwear,Sports…,Der Bahnhof,Karl Straubaum,Germany,11,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,5
10515,858.575042738832,Car Boots,B,08.20.2010,8,2010,63,8,2,33,515.38,371.08,144.31,16,67.22,66.26,3,Sportwear,Sports…,Bar Akeri,Atle Skardal,Norway,15,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,5
10515,1216.01625092469,Game Over T-Shirt,C,08.20.2010,8,2010,63,8,2,60,516.81,372.1,144.71,84,67.41,66.26,3,Sportwear,Sports…,FrisersAfrong,Yannik Noah,France,28,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,5
10516,506.68148358683,Deuce shirt,B,10.21.2010,10,2010,37,9,2,18,749.38,564.08,185.3,25,68.13,78.18,8,Babywear,0-3 Years,New Balls,Pat Cash,Australia,7,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,4
10516,811.168438708116,Duck Shirt,B,10.21.2010,10,2010,37,9,2,41,924,695.52,228.48,80,84,78.18,8,Babywear,0-3 Years,Mayflower,Ray Bourke,USA,19,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,4
10516,934.74928907708,Balett Shoes,B,10.21.2010,10,2010,37,9,2,42,291.4,261.39,30.01,20,0,78.18,5,Ladies'Footwear,Ladies Shoes,Asin Fashion Ltd Co,Li Chi Mihn,Singapore,20,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,4
10517,1067.13492173851,Small Crocodile Boots,A,01.21.2011,1,2011,37,9,2,52,512.94,424.71,88.23,6,0,37.44,5,Ladies'Footwear,Ladies Shoes,Cangaroo Shoes,Crocodile Dundee,Australia,24,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,4
10517,1233.36638933672,Rasta WCT,B,01.21.2011,1,2011,37,9,2,59,33.2,27.49,5.71,4,0,37.44,3,Sportwear,Sports…,FrisersAfrong,Yannik Noah,France,28,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,4
10517,1452.55210999951,US-Master Jeans,A,01.21.2011,1,2011,37,9,2,70,186.54,154.46,32.08,6,0,37.44,1,Men's Clothes,Fashion for Men,New Balls,Pat Cash,Australia,7,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,4
10518,598.868586331532,Samba Socker  Socks,C,10.22.2010,10,2010,80,1,3,24,21.65,17.93,3.72,5,0,27.16,1,Men's Clothes,Fashion for Men,Samba,Ronaldinho,Brazil,10,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10518,747.427709689924,Le Baby Dress,A,10.22.2010,10,2010,80,1,3,38,1150.35,952.49,197.86,15,0,27.16,2,Womens wear,Fashion for Women,Like Paradis,Vanessa Paradis,France,18,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10518,826.859089286782,Okkaba Skin Jackets,A,10.22.2010,10,2010,80,1,3,44,691.29,572.39,118.9,9,0,27.16,2,Womens wear,Fashion for Women,Asin Fashion Ltd Co,Li Chi Mihn,Singapore,20,501,Rock Roll,Joan Callins,10.01.1994,5,Sales Representative,61000,4,3
10519,400.772977457688,Sapporoo Gloves,C,03.15.2011,3,2011,37,9,2,10,126.84,100.02,26.82,16,6.04,43.11,8,Babywear,0-3 Years,Nitsuchiba,James Sushi,Japan,4,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,4
10519,1120.08917480308,High Heels Shoes,A,03.15.2011,3,2011,37,9,2,56,1629.2,1348.98,280.22,40,0,43.11,5,Ladies'Footwear,Ladies Shoes,Pirilli Company,Alberto Tomba,Italy,26,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,4
10519,1246.60495260286,Game Over T-Shirt,C,03.15.2011,3,2011,37,9,2,60,53.66,42.31,11.34,10,2.56,43.11,3,Sportwear,Sports…,FrisersAfrong,Yannik Noah,France,28,103,Helen Brolin,Joan Callins,02.15.1995,1,Sales Representative,60000,4,4
10520,660.045989687883,Samba Socker  Socks,C,11.25.2011,11,2011,37,3,2,24,37.44,31,6.44,8,0,31.78,1,Men's Clothes,Fashion for Men,Samba,Ronaldinho,Brazil,10,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,4
10520,1007.18356203842,Jumpin Jack Flash Dress,A,11.25.2011,11,2011,37,3,2,53,284.5,235.57,48.93,5,0,31.78,2,Womens wear,Fashion for Women,Cangaroo Shoes,Crocodile Dundee,Australia,24,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,4
10521,664.739196834458,LA. Shorts,C,08.26.2010,8,2010,12,2,2,35,18.72,15.5,3.22,3,0,49.83,4,Bath Clothes,Beachwear,Smooth Clothes,Pamela Andersson,USA,16,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10521,597.047526960887,Duck Shirt,B,08.26.2010,8,2010,12,2,2,41,96.3,79.74,16.56,10,0,49.83,8,Babywear,0-3 Years,Mayflower,Ray Bourke,USA,19,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10521,1138.39254698478,Cap,B,08.26.2010,8,2010,12,2,2,68,76.68,63.49,13.19,6,0,49.83,3,Sportwear,Sports…,Hot Pants,David Leg,UK,8,101,Elvis Presley,__,09.14.1993,1,President,80000,0,1
10522,508.502542957475,Lenin Jeansshorts,B,08.27.2010,8,2010,44,8,2,1,1038.24,716.39,321.85,40,173.04,38.79,1,Men's Clothes,Fashion for Men,Sunny Clothes,Peter Shilton,UK,1,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10522,564.391723452868,Tuxedo,C,08.27.2010,8,2010,44,8,2,8,502.32,415.92,86.4,24,0,38.79,2,Womens wear,Fashion for Women,Dressed for Succes,Glenn Miller,USA,3,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10522,634.955541102369,Baby Dark Lounge Suit,B,08.27.2010,8,2010,44,8,2,30,621.12,428.57,192.55,20,103.52,38.79,8,Babywear,0-3 Years,Executive Clothing GMBH,Markus Danzig,Germany,13,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10522,767.341173763797,Duck Trousers,B,08.27.2010,8,2010,44,8,2,40,547.5,377.77,169.72,25,91.25,38.79,8,Babywear,0-3 Years,Mayflower,Ray Bourke,USA,19,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,3
10523,383.472234986848,TieBreak Tennis shoes,A,08.27.2011,8,2011,19,3,2,17,672.38,506.12,166.26,25,61.13,64.15,6,Men's Footwear,Men Shoes,New Balls,Pat Cash,Australia,7,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,4
10523,533.530211888098,Tennis Suit,A,08.27.2011,8,2011,19,3,2,20,1385.01,1042.53,342.48,15,125.91,64.15,3,Sportwear,Sports…,Hot Pants,David Leg,UK,8,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,4
10523,574.681975574491,Mehmet-Skor,C,08.27.2011,8,2011,19,3,2,37,79.79,60.83,18.96,18,7.25,64.15,8,Babywear,0-3 Years,ABC,Anna Book,Sweden,17,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,4
10523,627.636228639062,Duck Shirt,B,08.27.2011,8,2011,19,3,2,41,68.64,51.67,16.97,6,6.24,64.15,8,Babywear,0-3 Years,Mayflower,Ray Bourke,USA,19,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,4
10524,217.240767388634,Sapporoo Gloves,C,04.28.2010,4,2010,5,3,2,10,14.98,12.4,2.58,2,0,55.42,8,Babywear,0-3 Years,Nitsuchiba,James Sushi,Japan,4,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10524,482.012032711491,Baby Dark Lounge Suit,B,04.28.2010,4,2010,5,3,2,30,272.5,225.63,46.87,10,0,55.42,8,Babywear,0-3 Years,Executive Clothing GMBH,Markus Danzig,Germany,13,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10524,801.236404641776,Summer Shorts,C,04.28.2010,4,2010,5,3,2,43,780,645.84,134.16,60,0,55.42,4,Bath Clothes,Beachwear,Asin Fashion Ltd Co,Li Chi Mihn,Singapore,20,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10524,983.641362936954,Patamonia Fleece Jacket,A,04.28.2010,4,2010,5,3,2,54,513.45,425.14,88.31,15,0,55.42,3,Sportwear,Sports…,Mountain International,Celine Dion,Canada,25,102,Rob Carsson,Joan Callins,10.01.1994,1,Sales Representative,63000,4,3
10525,592.032113986524,Mehmet-Troja,C,11.29.2010,11,2010,59,4,1,36,219.3,195.85,23.45,30,0,72.37,8,Babywear,0-3 Years,ABC,Anna Book,Sweden,17,301,Joan Callins,Elvis Presley,09.03.1994,3,Sales Manager,70000,2,3
10525,644.986367051095,Duck Trousers,B,11.29.2010,11,2010,59,4,1,40,304.59,229.27,75.32,15,27.69,72.37,8,Babywear,0-3 Years,Mayflower,Ray Bourke,USA,19,301,Joan Callins,Elvis Presley,09.03.1994,3,Sales Manager,70000,2,3
10526,508.502542957475,Lenin Jeansshorts,B,11.02.2010,11,2010,1,8,2,1,179.68,129.37,50.31,8,23.44,72.33,1,Men's Clothes,Fashion for Men,Sunny Clothes,Peter Shilton,UK,1,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,4
10526,409.899965577941,Aino Shoes,B,11.02.2010,11,2010,1,8,2,13,262.4,217.27,45.13,10,0,72.33,8,Babywear,0-3 Years,SatSUMAs,Hirosho Tayoto,Japan,6,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,4
10526,1089.5004731249,High Heels Shoes,A,11.02.2010,11,2010,1,8,2,56,1438.31,1035.58,402.73,30,187.6,72.33,5,Ladies'Footwear,Ladies Shoes,Pirilli Company,Alberto Tomba,Italy,26,202,Leif Shine,Elvis Presley,03.05.1994,2,Sales Coordinator,65000,2,4
